Orthogroup	Aspergillus_eucalypticola	Aspergillus_luchuensis	Aspergillus_neoniger	Aspergillus_niger_ASM285	Aspergillus_niger_CBS101883	Aspergillus_piperis	Aspergillus_tubingensis	Aspergillus_vadensis	Aspergillus_welwitschiae_cbs	Aspergillus_welwitschiae_ccmb663	Aspergillus_welwitschiae_ccmb674	Aspergillus_welwitschiae_ihem	Aspergillus_welwitschiae_imrd1	Aspergillus_welwitschiae_item	Aspergillus_welwitschiae_ocstreb1	Aspergillus_welwitschiae_ref_cbs	Neurospora_crassa
OG0007117	XP_025386043.1	XP_041537655.1	XP_025481164.1	XP_001400235.1	XP_025457925.1	XP_025518579.1	XP_035355651.1	XP_025564258.1	gene_09792.t1	gene_11144.t1	gene_12618.t1	gene_00016.t1	gene_07611.t1	gene_03451.t1	gene_01818.t1	XP_026622783.1	
OG0007118	XP_025386047.1	XP_041537648.1	XP_025481156.1	XP_059605688.1	XP_025457919.1	XP_025518573.1	XP_035355645.1	XP_025564253.1	gene_09797.t1	gene_11140.t1	gene_12609.t1	gene_00012.t1	gene_07607.t1	gene_03447.t1	gene_01812.t1	XP_026622788.1	
OG0007119	XP_025386050.1	XP_041537645.1	XP_025481153.1	XP_059605687.1	XP_025457916.1	XP_025518570.1	XP_035355642.1	XP_025564250.1	gene_09800.t1	gene_11137.t1	gene_12606.t1	gene_00009.t1	gene_07604.t1	gene_03444.t1	gene_01809.t1	XP_026622791.1	
OG0007120	XP_025386053.1	XP_041537642.1	XP_025481150.1	XP_059605683.1	XP_025457912.1	XP_025518567.1	XP_035355639.1	XP_025564247.1	gene_09803.t1	gene_11134.t1	gene_12603.t1	gene_00006.t1	gene_07600.t1	gene_03441.t1	gene_01806.t1	XP_026622794.1	
OG0007121	XP_025386078.1	XP_041542102.1	XP_025475337.1	XP_059601291.1	XP_025450931.1	XP_025512253.1	XP_035362474.1	XP_025559610.1	gene_07063.t1	gene_00922.t1	gene_02508.t1	gene_05290.t1	gene_05107.t1	gene_11060.t1	gene_10556.t1	XP_026625323.1	
OG0007122	XP_025386082.1	XP_041542108.1	XP_025475341.1	XP_001393350.3	XP_025450934.1	XP_025512261.1	XP_035362471.1	XP_025559613.1	gene_07066.t1	gene_00920.t1	gene_01570.t1	gene_05293.t1	gene_05104.t1	gene_11057.t1	gene_10559.t1	XP_026625326.1	
OG0007123	XP_025386085.1	XP_041542114.1	XP_025475344.1	XP_001393355.1	XP_025450938.1	XP_025512268.1	XP_035362465.1	XP_025559619.1	gene_07068.t1	gene_00918.t1	gene_07613.t1	gene_05295.t1	gene_05102.t1	gene_11055.t1	gene_10561.t1	XP_026625327.1	
OG0007124	XP_025386086.1	XP_041542115.1	XP_025475345.1	XP_001393356.1	XP_025450939.1	XP_025512269.1	XP_035362464.1	XP_025559620.1	gene_07069.t1	gene_00917.t1	gene_07614.t1	gene_05296.t1	gene_05101.t1	gene_11054.t1	gene_10562.t1	XP_026625328.1	
OG0007125	XP_025386087.1	XP_041542116.1	XP_025475346.1	XP_059606682.1	XP_025450941.1	XP_025512270.1	XP_035362463.1	XP_025559621.1	gene_07071.t1	gene_00915.t1	gene_07616.t1	gene_05298.t1	gene_05099.t1	gene_11052.t1	gene_10565.t1	XP_026625330.1	
OG0007126	XP_025386092.1	XP_041542121.1	XP_025475351.1	XP_001393366.1	XP_025450946.1	XP_025512276.1	XP_035362458.1	XP_025559627.1	gene_07077.t1	gene_00910.t1	gene_07622.t1	gene_05303.t1	gene_05093.t1	gene_11046.t1	gene_10571.t1	XP_026625335.1	
OG0007127	XP_025386093.1	XP_041542122.1	XP_025475352.1	XP_059606686.1	XP_025450947.1	XP_025512277.1	XP_035362457.1	XP_025559628.1	gene_07078.t1	gene_00909.t1	gene_07623.t1	gene_05304.t1	gene_05092.t1	gene_11045.t1	gene_10572.t1	XP_026625336.1	
OG0007128	XP_025386099.1	XP_041542129.1	XP_025475359.1	XP_001393375.1	XP_025450956.1	XP_025512283.1	XP_035362450.1	XP_025559634.1	gene_07086.t1	gene_00900.t1	gene_07630.t1	gene_05311.t1	gene_05085.t1	gene_03614.t1	gene_10580.t1	XP_026625343.1	
OG0007129	XP_025386100.1	XP_041542130.1	XP_025475360.1	XP_001393376.1	XP_025450957.1	XP_025512284.1	XP_035362449.1	XP_025559635.1	gene_07087.t1	gene_00899.t1	gene_07631.t1	gene_05312.t1	gene_05084.t1	gene_03615.t1	gene_10581.t1	XP_026625344.1	
OG0007130	XP_025386101.1	XP_041542131.1	XP_025475361.1	XP_001393377.1	XP_025450958.1	XP_025512285.1	XP_035362448.1	XP_025559636.1	gene_07088.t1	gene_00898.t1	gene_07632.t1	gene_05313.t1	gene_05083.t1	gene_03616.t1	gene_10582.t1	XP_026625345.1	
OG0007131	XP_025386102.1	XP_041542132.1	XP_025475362.1	XP_001393378.1	XP_025450959.1	XP_025512286.1	XP_035362447.1	XP_025559637.1	gene_07089.t1	gene_00897.t1	gene_07633.t1	gene_05314.t1	gene_05082.t1	gene_03617.t1	gene_10583.t1	XP_026625346.1	
OG0007132	XP_025386104.1	XP_041542134.1	XP_025475364.1	XP_059606692.1	XP_025450961.1	XP_025512288.1	XP_035362445.1	XP_025559639.1	gene_07091.t1	gene_00895.t1	gene_07635.t1	gene_05316.t1	gene_05080.t1	gene_03619.t1	gene_10585.t1	XP_026625348.1	
OG0007133	XP_025386106.1	XP_041542136.1	XP_025475366.1	XP_001393382.1	XP_025450964.1	XP_025512290.1	XP_035362443.1	XP_025559641.1	gene_07093.t1	gene_00893.t1	gene_07637.t1	gene_05318.t1	gene_05078.t1	gene_03621.t1	gene_10587.t1	XP_026625350.1	
OG0007134	XP_025386108.1	XP_041542138.1	XP_025475368.1	XP_001393384.1	XP_025450966.1	XP_025512292.1	XP_035362441.1	XP_025559643.1	gene_07095.t1	gene_00891.t1	gene_07639.t1	gene_05320.t1	gene_05076.t1	gene_03623.t1	gene_10589.t1	XP_026625352.1	
OG0007135	XP_025386111.1	XP_041542143.1	XP_025475372.1	XP_001393386.3	XP_025450968.1	XP_025512296.1	XP_035362437.1	XP_025559646.1	gene_07098.t1	gene_00888.t1	gene_07641.t1	gene_05323.t1	gene_05073.t1	gene_03625.t1	gene_10592.t1	XP_026625355.1	
OG0007136	XP_025386112.1	XP_041542144.1	XP_025475373.1	XP_001393387.1	XP_025450969.1	XP_025512297.1	XP_035362436.1	XP_025559647.1	gene_07099.t1	gene_00887.t1	gene_07642.t1	gene_05324.t1	gene_05072.t1	gene_03626.t1	gene_10593.t1	XP_026625356.1	
OG0007137	XP_025386113.1	XP_041542145.1	XP_025475374.1	XP_059606694.1	XP_025450970.1	XP_025512298.1	XP_035362435.1	XP_025559649.1	gene_07100.t1	gene_00885.t1	gene_07643.t1	gene_05325.t1	gene_05071.t1	gene_03627.t1	gene_10594.t1	XP_026625357.1	
OG0007138	XP_025386114.1	XP_041542146.1	XP_025475375.1	XP_001393389.1	XP_025450971.1	XP_025512299.1	XP_035362434.1	XP_025559650.1	gene_07101.t1	gene_00884.t1	gene_07644.t1	gene_05326.t1	gene_05070.t1	gene_03628.t1	gene_10595.t1	XP_026625358.1	
OG0007139	XP_025386116.1	XP_041542148.1	XP_025475377.1	XP_001393391.1	XP_025450973.1	XP_025512301.1	XP_035362432.1	XP_025559652.1	gene_07103.t1	gene_00881.t1	gene_07646.t1	gene_05328.t1	gene_05068.t1	gene_03630.t1	gene_10597.t1	XP_026625360.1	
OG0007140	XP_025386117.1	XP_041542149.1	XP_025475378.1	XP_001393392.1	XP_025450974.1	XP_025512302.1	XP_035362431.1	XP_025559653.1	gene_07104.t1	gene_00880.t1	gene_07647.t1	gene_05329.t1	gene_05067.t1	gene_03631.t1	gene_10598.t1	XP_026625361.1	
OG0007141	XP_025386119.1	XP_041542151.1	XP_025475380.1	XP_001393394.3	XP_025450976.1	XP_025512304.1	XP_035362429.1	XP_025559655.1	gene_07106.t1	gene_00878.t1	gene_07649.t1	gene_05331.t1	gene_05065.t1	gene_03633.t1	gene_10600.t1	XP_026625363.1	
OG0007142	XP_025386122.1	XP_041542154.1	XP_025475383.1	XP_001393415.3	XP_025450978.1	XP_025512307.1	XP_035362426.1	XP_025559657.1	gene_07109.t1	gene_00875.t1	gene_07650.t1	gene_05333.t1	gene_05063.t1	gene_03636.t1	gene_10603.t1	XP_026625366.1	
OG0007143	XP_025386123.1	XP_041542155.1	XP_025475384.1	XP_059605797.1	XP_025450980.1	XP_025512309.1	XP_035362425.1	XP_025559658.1	gene_07111.t1	gene_00873.t1	gene_07651.t1	gene_05334.t1	gene_05062.t1	gene_03637.t1	gene_10604.t1	XP_026625367.1	
OG0007144	XP_025386130.1	XP_041542156.1	XP_025475385.1	XP_001393412.3	XP_025450981.1	XP_025512310.1	XP_035362418.1	XP_025559664.1	gene_07112.t1	gene_00872.t1	gene_07652.t1	gene_05335.t1	gene_05061.t1	gene_03638.t1	gene_10605.t1	XP_026625368.1	
OG0007145	"XP_025386133.1, XP_025389001.1"	XP_041542476.1		XP_001393667.1	XP_025459081.1	XP_025515658.1	XP_035362127.1	XP_025562926.1	gene_12321.t1	gene_06911.t1	gene_06303.t1	gene_01476.t1	gene_07505.t1	gene_02747.t1	gene_05070.t1		XP_961698.3
OG0007146	XP_025386141.1	XP_041542161.1	XP_025475389.1	XP_001393404.3	XP_025450987.1	XP_025512314.1	XP_035362414.1	XP_025559668.1	gene_07118.t1	gene_00866.t1	gene_07658.t1	gene_05341.t1	gene_05055.t1	gene_03644.t1	gene_10611.t1	XP_026625374.1	
OG0007147	XP_025386143.1	XP_041542162.1	XP_025475390.1	XP_001393403.3	XP_025450989.1	XP_025512315.1	XP_035362413.1	XP_025559669.1	gene_07120.t1	gene_00864.t1	gene_07660.t1	gene_05342.t1	gene_05054.t1	gene_03645.t1	gene_10612.t1	XP_026625375.1	
OG0007148	XP_025386144.1	XP_041542163.1	XP_025475391.1	XP_001393402.1	XP_025450990.1	XP_025512316.1	XP_035362412.1	XP_025559670.1	gene_07121.t1	gene_00863.t1	gene_07661.t1	gene_05343.t1	gene_05053.t1	gene_03646.t1	gene_10613.t1	XP_026625376.1	
OG0007149	XP_025386145.1	XP_041542164.1	XP_025475392.1	XP_059605791.1	XP_025450991.1	XP_025512317.1	XP_035362411.1	XP_025559671.1	gene_07122.t1	gene_00862.t1	gene_07662.t1	gene_05344.t1	gene_05052.t1	gene_03647.t1	gene_10614.t1	XP_026625377.1	
OG0007150	XP_025386146.1	XP_041542165.1	XP_025475393.1	XP_059606700.1	XP_025450992.1	XP_025512318.1	XP_035362410.1	XP_025559672.1	gene_07123.t1	gene_00860.t1	gene_07663.t1	gene_05345.t1	gene_05051.t1	gene_03648.t1	gene_10615.t1	XP_026625378.1	
OG0007151	XP_025386148.1	XP_041542167.1	XP_025475395.1	XP_059605800.1	XP_025450995.1	XP_025512321.1	XP_035362408.1	XP_025559674.1	gene_07126.t1	gene_00857.t1	gene_07666.t1	gene_05348.t1	gene_05048.t1	gene_03651.t1	gene_10618.t1	XP_026625381.1	
OG0007152	XP_025386150.1	XP_041542169.1	XP_025474291.1	XP_001393420.1	XP_025450996.1	XP_025512323.1	XP_035362406.1	XP_025559675.1	gene_07127.t1	gene_00856.t1	gene_07667.t1	gene_05349.t1	gene_05047.t1	gene_03652.t1	gene_10619.t1	XP_026625382.1	
OG0007153	XP_025386153.1	XP_041542173.1	XP_025474287.1	XP_001393424.1	XP_025451000.1	XP_025512327.1	XP_035362403.1	XP_025559679.1	gene_07131.t1	gene_00852.t1	gene_07670.t1	gene_05353.t1	gene_05044.t1	gene_03656.t1	gene_10623.t1	XP_026625385.1	
OG0007154	XP_025386155.1	XP_041542175.1	XP_025474285.1	XP_059605804.1	XP_025451002.1	XP_025512329.1	XP_035362401.1	XP_025559681.1	gene_07133.t1	gene_00850.t1	gene_07672.t1	gene_05355.t1	gene_05042.t1	gene_03658.t1	gene_10625.t1	XP_026625388.1	
OG0007155	XP_025386158.1	XP_041542179.1	XP_025474282.1	XP_059605806.1	XP_025451005.1	XP_025512332.1	XP_035362399.1	XP_025559684.1	gene_07136.t1	gene_00848.t1	gene_07674.t1	gene_05358.t1	gene_05040.t1	gene_03661.t1	gene_10628.t1	XP_026625390.1	
OG0007156	XP_025386159.1	XP_041542181.1	XP_025474281.1	XP_001393430.1	XP_025451006.1	XP_025512333.1	XP_035362398.1	XP_025559685.1	gene_07137.t1	gene_00847.t1	gene_07675.t1	gene_05359.t1	gene_05039.t1	gene_03662.t1	gene_10629.t1	XP_026625391.1	
OG0007157	XP_025386160.1	XP_041542182.1	XP_025474280.1	XP_001393431.1	XP_025451007.1	XP_025512334.1	XP_035362397.1	XP_025559686.1	gene_07138.t1	gene_00846.t1	gene_07676.t1	gene_05360.t1	gene_05038.t1	gene_03663.t1	gene_10630.t1	XP_026625392.1	
OG0007158	XP_025386166.1	XP_041542188.1	XP_025474273.1	XP_001393437.1	XP_025451014.1	XP_025512340.1	XP_035362389.1	XP_025559692.1	gene_07145.t1	gene_00838.t1	gene_07685.t1	gene_05368.t1	gene_05030.t1	gene_03671.t1	gene_10638.t1	XP_026625397.1	
OG0007159	XP_025386167.1	XP_041542189.1	XP_025474272.1	XP_059605808.1	XP_025451015.1	XP_025512341.1	XP_035362388.1	XP_025559693.1	gene_07146.t1	gene_00837.t1	gene_07686.t1	gene_05369.t1	gene_05029.t1	gene_03672.t1	gene_10639.t1	XP_026625398.1	
OG0007160	XP_025386168.1	XP_041542190.1	XP_025474271.1	XP_001393439.1	XP_025451016.1	XP_025512342.1	XP_035362387.1	XP_025559694.1	gene_07147.t1	gene_00836.t1	gene_07687.t1	gene_05370.t1	gene_05028.t1	gene_03673.t1	gene_10640.t1	XP_026625399.1	
OG0007161	XP_025386169.1	XP_041542191.1	XP_025474270.1	XP_059605809.1	XP_025451017.1	XP_025512343.1	XP_035362386.1	XP_025559695.1	gene_07148.t1	gene_00835.t1	gene_07688.t1	gene_05371.t1	gene_05027.t1	gene_03674.t1	gene_10641.t1	XP_026625400.1	
OG0007162	XP_025386172.1	XP_041542192.1	XP_025474265.1	XP_001393441.1	XP_025451018.1	XP_025512346.1	XP_035362382.1	XP_025559697.1	gene_07149.t1	gene_00834.t1	gene_07692.t1	gene_05372.t1	gene_05026.t1	gene_03675.t1	gene_10642.t1	XP_026625401.1	
OG0007163	XP_025386176.1	XP_041542201.1	XP_025474256.1	XP_059605813.1	XP_025451025.1	XP_025512354.1	XP_035362375.1	XP_025559705.1	gene_07156.t1	gene_00827.t1	gene_07700.t1	gene_05380.t1	gene_05019.t1	gene_03682.t1	gene_10650.t1	XP_026625408.1	
OG0007164	XP_025386177.1	XP_041542202.1	XP_025474255.1	XP_001393449.1	XP_025451026.1	XP_025512355.1	XP_035362374.1	XP_025559706.1	gene_07157.t1	gene_00826.t1	gene_07701.t1	gene_05381.t1	gene_05018.t1	gene_03683.t1	gene_10651.t1	XP_026625409.1	
OG0007165	XP_025386180.1	XP_041542206.1	XP_025474252.1	XP_059605814.1	XP_025451029.1	XP_025512358.1	XP_035362371.1	XP_025559709.1	gene_07160.t1	gene_00823.t1	gene_07704.t1	gene_05384.t1	gene_05015.t1	gene_03686.t1	gene_10654.t1	XP_026625412.1	
OG0007166	XP_025386186.1	XP_041542215.1	XP_025473756.1	XP_059605827.1	XP_025451046.1	XP_025512365.1	XP_035362364.1	XP_025559716.1	gene_07175.t1	gene_00807.t1	gene_05679.t1	gene_05401.t1	gene_04998.t1	gene_12202.t1	gene_07849.t1	XP_026625428.1	
OG0007167	XP_025386187.1	XP_041542216.1	XP_025473755.1	XP_001393472.1	XP_025451047.1	XP_025512366.1	XP_035362363.1	XP_025559717.1	gene_07176.t1	gene_00806.t1	gene_05678.t1	gene_05402.t1	gene_04997.t1	gene_12201.t1	gene_07848.t1	XP_026625429.1	
OG0007168	XP_025386188.1	XP_041542217.1	XP_025473754.1	XP_001393473.3	XP_025451048.1	XP_025512367.1	XP_035362362.1	XP_025559718.1	gene_07177.t1	gene_00805.t1	gene_05677.t1	gene_05403.t1	gene_04996.t1	gene_12200.t1	gene_07847.t1	XP_026625430.1	
OG0007169	XP_025386190.1	XP_041542224.1	XP_025473934.1	XP_001393480.3	XP_025451053.1	XP_025512371.1	XP_035362357.1	XP_025559722.1	gene_07180.t1	gene_00802.t1	gene_05674.t1	gene_05406.t1	gene_04992.t1	gene_08625.t1	gene_07844.t1	XP_026625433.1	
OG0007170	XP_025386194.1	XP_041542227.1	XP_025473938.1	XP_059605835.1	XP_025451057.1	XP_025512375.1	XP_035362354.1	XP_025559726.1	gene_07183.t1	gene_00799.t1	gene_05670.t1	gene_05409.t1	gene_04989.t1	gene_08622.t1	gene_07841.t1	XP_026625437.1	
OG0007171	XP_025386196.1	XP_041542229.1	XP_025473940.1	XP_059605836.1	XP_025451059.1	XP_025512378.1	XP_035362352.1	XP_025559728.1	gene_07185.t1	gene_00797.t1	gene_05668.t1	gene_05411.t1	gene_04987.t1	gene_08620.t1	gene_07839.t1	XP_026625440.1	
OG0007172	XP_025386197.1	XP_041542231.1	XP_025473941.1	XP_059605837.1	XP_025451060.1	XP_025512379.1	XP_035362351.1	XP_025559729.1	gene_07186.t1	gene_00796.t1	gene_05667.t1	gene_05412.t1	gene_04986.t1	gene_08619.t1	gene_07838.t1	XP_026625441.1	
OG0007173	XP_025386198.1	XP_041542232.1	XP_025473942.1	XP_001393488.1	XP_025451061.1	XP_025512380.1	XP_035362350.1	XP_025559730.1	gene_07187.t1	gene_00795.t1	gene_05666.t1	gene_05413.t1	gene_04985.t1	gene_08618.t1	gene_07837.t1	XP_026625442.1	
OG0007174	XP_025386202.1	XP_041542235.1	XP_025473947.1	XP_059601296.1	XP_025451068.1	XP_025512384.1	XP_035362345.1	XP_025559734.1	gene_07192.t1	gene_00790.t1	gene_05660.t1	gene_05418.t1	gene_04980.t1	gene_08613.t1	gene_07832.t1	XP_026625447.1	
OG0007175	XP_025386203.1	XP_041542236.1	XP_025473948.1	XP_001393497.1	XP_025451069.1	XP_025512385.1	XP_035362344.1	XP_025559735.1	gene_07193.t1	gene_00789.t1	gene_05659.t1	gene_05419.t1	gene_04979.t1	gene_08612.t1	gene_07831.t1	XP_026625448.1	
OG0007176	XP_025386204.1	XP_041542240.1	XP_025473951.1	XP_001393509.3	XP_025451080.1	XP_025512388.1	XP_035362342.1	XP_025559737.1	gene_07205.t1	gene_00777.t1	gene_05647.t1	gene_12418.t1	gene_04953.t1	gene_08581.t1	gene_07819.t1	XP_026625460.1	
OG0007177	XP_025386206.1	XP_041542242.1	XP_025473953.1	XP_059601304.1	XP_025451083.1	XP_025512390.1	XP_035362340.1	XP_025559739.1	gene_07207.t1	gene_00775.t1	gene_05645.t1	gene_12416.t1	gene_04951.t1	gene_08579.t1	gene_07817.t1	XP_026625462.1	
OG0007178	XP_025386208.1	XP_041542244.1	XP_025473955.1	XP_059601307.1	XP_025460428.1	XP_025512392.1	XP_035362338.1	XP_025559741.1	gene_07209.t1	gene_00773.t1	gene_05643.t1	gene_12414.t1	gene_04949.t1	gene_08577.t1	gene_07815.t1	XP_026625464.1	
OG0007179	XP_025386213.1	XP_041542249.1	XP_025473960.1	XP_059601311.1	XP_025460423.1	XP_025512397.1	XP_035362333.1	XP_025559746.1	gene_07216.t1	gene_00768.t1	gene_05637.t1	gene_06292.t1	gene_04944.t1	gene_08572.t1	gene_07810.t1	XP_026625469.1	
OG0007180	XP_025386224.1	XP_041542271.1	XP_025475129.1	XP_001390111.1	XP_025453147.1	XP_025512414.1	XP_035362322.1	XP_025559754.1	gene_11749.t1	gene_03618.t1	gene_06815.t1	gene_04758.t1	gene_07703.t1	gene_09945.t1	gene_05882.t1	XP_026620828.1	
OG0007181	XP_025386225.1	XP_041542272.1	XP_025475128.1	XP_001390112.3	XP_025453146.1	XP_025512415.1	XP_035362321.1	XP_025559755.1	gene_11750.t1	gene_03617.t1	gene_06814.t1	gene_04759.t1	gene_07702.t1	gene_09944.t1	gene_05881.t1	XP_026620829.1	
OG0007182	XP_025386226.1	XP_041542273.1	XP_025475127.1	XP_059600256.1	XP_025453145.1	XP_025512416.1	XP_035362320.1	XP_025559756.1	gene_11751.t1	gene_03616.t1	gene_06813.t1	gene_04760.t1	gene_07701.t1	gene_09943.t1	gene_05880.t1	XP_026620830.1	
OG0007183	XP_025386227.1	XP_041542274.1	XP_025475125.1	XP_001390115.1	XP_025453143.1	XP_025512417.1	XP_035362319.1	XP_025559757.1	gene_11752.t1	gene_03615.t1	gene_06812.t1	gene_04762.t1	gene_07700.t1	gene_09942.t1	gene_05879.t1	XP_026620831.1	
OG0007184	XP_025386229.1	XP_041542276.1	XP_025475123.1	XP_001390118.1	XP_025453141.1	XP_025512419.1	XP_035362317.1	XP_025559759.1	gene_11754.t1	gene_03613.t1	gene_06810.t1	gene_04764.t1	gene_07698.t1	gene_09940.t1	gene_05877.t1	XP_026620833.1	
OG0007185	XP_025386231.1	XP_041542281.1	XP_025475120.1	XP_001390122.3	XP_025453138.1	XP_025512422.1	XP_035362315.1	XP_025559761.1	gene_11757.t1	gene_03610.t1	gene_06809.t1	gene_04767.t1	gene_07695.t1	gene_09937.t1	gene_05874.t1	XP_026620836.1	
OG0007186	XP_025386233.1	XP_041542283.1	XP_025475118.1	XP_059600262.1	XP_025453136.1	XP_025512424.1	XP_035362313.1	XP_025559763.1	gene_11759.t1	gene_03608.t1	gene_06807.t1	gene_04769.t1	gene_07693.t1	gene_09935.t1	gene_05872.t1	XP_026620838.1	
OG0007187	XP_025386234.1	XP_041542284.1	XP_025475117.1	XP_001390125.1	XP_025453135.1	XP_025512425.1	XP_035362312.1	XP_025559764.1	gene_11760.t1	gene_03607.t1	gene_06806.t1	gene_04770.t1	gene_07692.t1	gene_09934.t1	gene_05871.t1	XP_026620839.1	
OG0007188	XP_025386237.1	XP_041542287.1	XP_025475114.1	XP_001390128.1	XP_025453132.1	XP_025512428.1	XP_035362309.1	XP_025559767.1	gene_11763.t1	gene_03604.t1	gene_06803.t1	gene_04772.t1	gene_07689.t1	gene_09931.t1	gene_05868.t1	XP_026620842.1	
OG0007189	XP_025386239.1	XP_041542288.1	XP_025475113.1	XP_001390130.1	XP_025453130.1	XP_025512430.1	XP_035362308.1	XP_025559769.1	gene_11764.t1	gene_03603.t1	gene_06802.t1	gene_04773.t1	gene_07688.t1	gene_09930.t1	gene_05867.t1	XP_026620844.1	
OG0007190	XP_025386240.1	XP_041542289.1	XP_025475112.1	XP_001390131.1	XP_025453129.1	XP_025512431.1	XP_035362307.1	XP_025559770.1	gene_11765.t1	gene_03602.t1	gene_06801.t1	gene_04774.t1	gene_07687.t1	gene_09929.t1	gene_05866.t1	XP_026620845.1	
OG0007191	XP_025386249.1	XP_041542292.1	XP_025475107.1	XP_001390137.1	XP_025453126.1	XP_025512434.1	XP_035362304.1	XP_025559773.1	gene_11768.t1	gene_03599.t1	gene_06798.t1	gene_04777.t1	gene_07686.t1	gene_08938.t1	gene_11867.t1	XP_026620847.1	
OG0007192	XP_025386251.1	XP_041542293.1	XP_025475106.1	XP_059600271.1	XP_025453124.1	XP_025512436.1	XP_035362303.1	XP_025559774.1	gene_11770.t1	gene_03598.t1	gene_06796.t1	gene_04778.t1	gene_07684.t1	gene_08939.t1	gene_11868.t1	XP_026620849.1	
OG0007193	XP_025386252.1	XP_041542294.1	XP_025475103.1	XP_001390143.1	XP_025453122.1	XP_025512438.1	XP_035362302.1	XP_025559778.1	gene_11772.t1	gene_03596.t1	gene_06793.t1	gene_04780.t1	gene_07682.t1	gene_08941.t1	gene_11870.t1	XP_026620852.1	
OG0007194	XP_025386253.1	XP_041542295.1	XP_025475102.1	XP_001390144.1	XP_025453121.1	XP_025512439.1	XP_035362301.1	XP_025559779.1	gene_11773.t1	gene_03595.t1	gene_06792.t1	gene_04781.t1	gene_07681.t1	gene_08942.t1	gene_11871.t1	XP_026620853.1	
OG0007195	XP_025386254.1	XP_041542296.1	XP_025475101.1	XP_059600274.1	XP_025453120.1	XP_025512440.1	XP_035362300.1	XP_025559780.1	gene_11774.t1	gene_03594.t1	gene_06791.t1	gene_04782.t1	gene_07680.t1	gene_08943.t1	gene_11872.t1	XP_026620854.1	
OG0007196	XP_025386255.1	XP_041542297.1	XP_025475100.1	XP_001390146.1	XP_025453119.1	XP_025512441.1	XP_035362299.1	XP_025559781.1	gene_11775.t1	gene_03593.t1	gene_06790.t1	gene_04783.t1	gene_07679.t1	gene_08944.t1	gene_11873.t1	XP_026620855.1	
OG0007197	XP_025386258.1	XP_041542300.1	XP_025475097.1	XP_059600277.1	XP_025453117.1	XP_025512444.1	XP_035362296.1	XP_025559784.1	gene_11777.t1	gene_03591.t1	gene_06788.t1	gene_04785.t1	gene_07677.t1	gene_08946.t1	gene_11875.t1	XP_026620857.1	
OG0007198	XP_025386259.1	XP_041542301.1	XP_025475096.1	XP_001390151.1	XP_025453116.1	XP_025512445.1	XP_035362295.1	XP_025559785.1	gene_11778.t1	gene_03590.t1	gene_06787.t1	gene_04786.t1	gene_07676.t1	gene_08947.t1	gene_11876.t1	XP_026620858.1	
OG0007199	XP_025386260.1	XP_041542302.1	XP_025475095.1	XP_001390152.3	XP_025453115.1	XP_025512446.1	XP_035362294.1	XP_025559786.1	gene_11779.t1	gene_03589.t1	gene_06786.t1	gene_04787.t1	gene_07675.t1	gene_08948.t1	gene_11877.t1	XP_026620859.1	
OG0007200	XP_025386263.1	XP_041542307.1	XP_025475092.1	XP_001390154.1	XP_025453113.1	XP_025512449.1	XP_035362291.1	XP_025559789.1	gene_11781.t1	gene_03587.t1	gene_06784.t1	gene_04789.t1	gene_07673.t1	gene_08950.t1	gene_11879.t1	XP_026620861.1	
OG0007201	XP_025386267.1	XP_041542311.1	XP_025475088.1	XP_001390159.3	XP_025453110.1	XP_025512452.1	XP_035362287.1	XP_025559792.1	gene_11786.t1	gene_03582.t1	gene_06780.t1	gene_04794.t1	gene_07668.t1	gene_08955.t1	gene_11884.t1	XP_026620865.1	
OG0007202	XP_025386269.1	XP_041542313.1	XP_025475086.1	XP_001390162.3	XP_025453107.1	XP_025512454.1	XP_035362285.1	XP_025559795.1	gene_11789.t1	gene_03579.t1	gene_06777.t1	gene_04797.t1	gene_07665.t1	gene_08958.t1	gene_11887.t1	XP_026620868.1	
OG0007203	XP_025386275.1	XP_041542320.1	XP_025475079.1	XP_001390169.1	XP_025453101.1	XP_025512460.1	XP_035362279.1	XP_025559802.1	gene_11795.t1	gene_03573.t1	gene_06771.t1	gene_04803.t1	gene_07659.t1	gene_08964.t1	gene_11893.t1	XP_026620874.1	
OG0007204	XP_025386277.1		XP_025475077.1	XP_001390173.1	XP_025453097.1	XP_025512462.1	XP_035362277.1	XP_025559804.1	gene_11797.t1	gene_03571.t1	gene_06769.t1	gene_12343.t1	gene_07657.t1	gene_08966.t1	gene_11895.t1	XP_026620877.1	XP_961267.2
OG0007205	XP_025386281.1	XP_041542324.1	XP_025475073.1	XP_001390177.1	XP_025453093.1	XP_025512467.1	XP_035362274.1	XP_025559808.1	gene_11801.t1	gene_03567.t1	gene_06765.t1	gene_12339.t1	gene_07653.t1	gene_08970.t1	gene_11899.t1	XP_026620881.1	
OG0007206	XP_025386282.1	XP_041542325.1	XP_025475072.1	XP_001390178.1	XP_025453092.1	XP_025512468.1	XP_035362273.1		gene_11802.t1	gene_03566.t1	gene_06764.t1	gene_12338.t1	gene_07652.t1	gene_08971.t1	gene_11900.t1	XP_026620882.1	XP_957327.3
